,sku,category,price
10666,sku10666,Misc,420.19
10667,sku10667,Faucets,1041.12
10668,sku10668,Faucets,4495.14
10669,sku10669,Faucets,3133.19
10670,sku10670,Toilets,2718.16
10671,sku10671,Misc,4639.55
10672,sku10672,Faucets,4409.72
10673,sku10673,Misc,3689.16
10674,sku10674,Toilets,1305.48
10675,sku10675,Faucets,3017.89
10676,sku10676,Showers,2488.01
10677,sku10677,Misc,4855.55
10678,sku10678,Faucets,357.86
10679,sku10679,Faucets,3710.23
10680,sku10680,Faucets,4632.35
10681,sku10681,Toilets,3258.68
10682,sku10682,Toilets,4652.1
10683,sku10683,Toilets,2276.83
10684,sku10684,Misc,554.36
10685,sku10685,Faucets,4789.69
10686,sku10686,Toilets,522.47
10687,sku10687,Showers,49.73
10688,sku10688,Toilets,2271.76
10689,sku10689,Toilets,780.31
10690,sku10690,Misc,4780.8
10691,sku10691,Toilets,140.94
10692,sku10692,Toilets,4684.97
10693,sku10693,Misc,295.23
10694,sku10694,Misc,1336.03
10695,sku10695,Toilets,3393.21
10696,sku10696,Misc,4361.75
10697,sku10697,Misc,461.94
10698,sku10698,Misc,3432.18
10699,sku10699,Misc,4985.95
10700,sku10700,Faucets,4188.51
10701,sku10701,Misc,1810.93
10702,sku10702,Misc,1697.09
10703,sku10703,Showers,2247.52
10704,sku10704,Toilets,169.93
10705,sku10705,Showers,778.03
10706,sku10706,Toilets,1428.24
10707,sku10707,Faucets,797.08
10708,sku10708,Toilets,4323.64
10709,sku10709,Faucets,2864.34
10710,sku10710,Misc,1587.25
10711,sku10711,Misc,2938.21
10712,sku10712,Toilets,2730.97
10713,sku10713,Showers,1270.32
10714,sku10714,Misc,4906.28
10715,sku10715,Toilets,2256.12
10716,sku10716,Showers,1449.83
10717,sku10717,Toilets,3460.49
10718,sku10718,Faucets,3827.09
10719,sku10719,Toilets,2594.74
10720,sku10720,Misc,1089.25
10721,sku10721,Showers,4233.73
10722,sku10722,Showers,4344.06
10723,sku10723,Showers,3324.78
10724,sku10724,Misc,1136.82
10725,sku10725,Misc,530.28
10726,sku10726,Showers,859.79
10727,sku10727,Showers,3557.36
10728,sku10728,Misc,140.49
10729,sku10729,Toilets,118.76
10730,sku10730,Showers,3671.99
10731,sku10731,Showers,3169.67
10732,sku10732,Faucets,385.32
10733,sku10733,Misc,2955.03
10734,sku10734,Toilets,3962.32
10735,sku10735,Misc,1227.22
10736,sku10736,Misc,1429.17
10737,sku10737,Toilets,653.83
10738,sku10738,Showers,1718.09
10739,sku10739,Misc,1857.2
10740,sku10740,Toilets,4719.11
10741,sku10741,Misc,3709.33
10742,sku10742,Misc,1925.45
10743,sku10743,Toilets,4560.91
10744,sku10744,Toilets,4427.5
10745,sku10745,Misc,4931.44
10746,sku10746,Misc,2641.12
10747,sku10747,Showers,1462.62
10748,sku10748,Showers,591.98
10749,sku10749,Misc,570.87
10750,sku10750,Toilets,3684.35
10751,sku10751,Showers,1423.07
10752,sku10752,Misc,3070.15
10753,sku10753,Faucets,444.82
10754,sku10754,Faucets,4703.98
10755,sku10755,Showers,1976.64
10756,sku10756,Showers,121.98
10757,sku10757,Faucets,2518.24
10758,sku10758,Faucets,348.67
10759,sku10759,Toilets,4065.36
10760,sku10760,Misc,4524.35
10761,sku10761,Toilets,1407.53
10762,sku10762,Toilets,1437.58
10763,sku10763,Faucets,4886.17
10764,sku10764,Showers,3043.3
10765,sku10765,Showers,2706.06
10766,sku10766,Showers,2473.15
10767,sku10767,Misc,578.05
10768,sku10768,Faucets,3918.14
10769,sku10769,Toilets,3724.37
10770,sku10770,Toilets,2142.48
10771,sku10771,Faucets,3317.43
10772,sku10772,Faucets,3979.36
10773,sku10773,Toilets,1472.89
10774,sku10774,Faucets,3738.94
10775,sku10775,Misc,4264.18
10776,sku10776,Faucets,2284.94
10777,sku10777,Toilets,2202.27
10778,sku10778,Faucets,1255.39
10779,sku10779,Toilets,2551.58
10780,sku10780,Misc,226.31
10781,sku10781,Showers,2481.35
10782,sku10782,Showers,3657.49
10783,sku10783,Misc,2608.92
10784,sku10784,Toilets,3548.35
10785,sku10785,Toilets,2566.31
10786,sku10786,Showers,1513.36
10787,sku10787,Faucets,1839.9
10788,sku10788,Faucets,1019.01
10789,sku10789,Faucets,1522.05
10790,sku10790,Toilets,4733.38
10791,sku10791,Misc,1508.78
10792,sku10792,Faucets,1945.7
10793,sku10793,Showers,943.51
10794,sku10794,Toilets,1598.69
10795,sku10795,Faucets,3358.66
10796,sku10796,Misc,2012.03
10797,sku10797,Misc,1798.18
10798,sku10798,Faucets,98.37
10799,sku10799,Misc,3768.64
10800,sku10800,Misc,2499.76
10801,sku10801,Toilets,1859.71
10802,sku10802,Toilets,103.96
10803,sku10803,Showers,4850.29
10804,sku10804,Showers,1795.64
10805,sku10805,Toilets,2482.94
10806,sku10806,Faucets,3087.91
10807,sku10807,Misc,1705.57
10808,sku10808,Faucets,4725.66
10809,sku10809,Misc,139.64
10810,sku10810,Faucets,3890.24
10811,sku10811,Faucets,4276.7
10812,sku10812,Faucets,4304.68
10813,sku10813,Toilets,1814.28
10814,sku10814,Toilets,3176.85
10815,sku10815,Showers,2072.26
10816,sku10816,Showers,3039.28
10817,sku10817,Faucets,3310.97
10818,sku10818,Toilets,3909.31
10819,sku10819,Faucets,1111.18
10820,sku10820,Misc,3748.44
10821,sku10821,Misc,908.5
10822,sku10822,Faucets,3239.09
10823,sku10823,Misc,3204.26
10824,sku10824,Faucets,369.61
10825,sku10825,Faucets,2220.14
10826,sku10826,Faucets,4283.27
10827,sku10827,Toilets,4065.51
10828,sku10828,Misc,1238.51
10829,sku10829,Faucets,3395.04
10830,sku10830,Faucets,1542.35
10831,sku10831,Showers,166.42
10832,sku10832,Toilets,2154.39
10833,sku10833,Misc,2794.89
10834,sku10834,Faucets,1501.66
10835,sku10835,Toilets,2717.73
10836,sku10836,Showers,2324.21
10837,sku10837,Showers,3897.55
10838,sku10838,Faucets,3533.15
10839,sku10839,Misc,4289.95
10840,sku10840,Toilets,2204.58
10841,sku10841,Showers,3511.3
10842,sku10842,Faucets,3492.9
10843,sku10843,Showers,2239.87
10844,sku10844,Faucets,4950.68
10845,sku10845,Toilets,2319.48
10846,sku10846,Faucets,54.02
10847,sku10847,Faucets,2808.0
10848,sku10848,Showers,2937.9
10849,sku10849,Faucets,2164.7
10850,sku10850,Showers,1572.95
10851,sku10851,Faucets,2052.75
10852,sku10852,Toilets,766.76
10853,sku10853,Showers,2227.43
10854,sku10854,Misc,1616.04
10855,sku10855,Misc,3658.62
10856,sku10856,Misc,1927.84
10857,sku10857,Toilets,4370.57
10858,sku10858,Toilets,4318.64
10859,sku10859,Misc,3692.25
10860,sku10860,Showers,4899.44
10861,sku10861,Faucets,2796.29
10862,sku10862,Toilets,2883.99
10863,sku10863,Faucets,2548.44
10864,sku10864,Misc,2633.89
10865,sku10865,Toilets,1239.3
10866,sku10866,Showers,2775.16
10867,sku10867,Misc,2780.23
10868,sku10868,Toilets,357.87
10869,sku10869,Faucets,930.23
10870,sku10870,Toilets,436.41
10871,sku10871,Showers,3037.99
10872,sku10872,Faucets,2421.23
10873,sku10873,Showers,791.99
10874,sku10874,Faucets,1363.56
10875,sku10875,Misc,367.8
10876,sku10876,Misc,2915.6
10877,sku10877,Misc,2633.27
10878,sku10878,Toilets,3507.69
10879,sku10879,Misc,2814.75
10880,sku10880,Showers,3435.5
10881,sku10881,Toilets,101.15
10882,sku10882,Faucets,2545.89
10883,sku10883,Showers,4044.93
10884,sku10884,Toilets,2618.77
10885,sku10885,Toilets,2825.46
10886,sku10886,Toilets,4849.84
10887,sku10887,Toilets,2891.19
10888,sku10888,Misc,3322.32
10889,sku10889,Misc,2085.72
10890,sku10890,Faucets,4937.71
10891,sku10891,Toilets,1157.36
10892,sku10892,Toilets,3742.57
10893,sku10893,Faucets,4956.93
10894,sku10894,Misc,1779.83
10895,sku10895,Showers,2126.09
10896,sku10896,Showers,4656.89
10897,sku10897,Faucets,2294.83
10898,sku10898,Showers,4132.36
10899,sku10899,Toilets,3724.87
10900,sku10900,Faucets,633.08
10901,sku10901,Showers,2470.41
10902,sku10902,Faucets,3308.09
10903,sku10903,Faucets,3545.74
10904,sku10904,Faucets,2513.51
10905,sku10905,Showers,3001.73
10906,sku10906,Faucets,4479.99
10907,sku10907,Faucets,2542.72
10908,sku10908,Showers,4031.23
10909,sku10909,Toilets,3726.17
10910,sku10910,Showers,5.58
10911,sku10911,Toilets,3498.14
10912,sku10912,Misc,1936.52
10913,sku10913,Toilets,3876.29
10914,sku10914,Showers,1093.41
10915,sku10915,Toilets,1960.17
10916,sku10916,Showers,3890.5
10917,sku10917,Showers,1559.06
10918,sku10918,Showers,2314.2
10919,sku10919,Showers,4123.6
10920,sku10920,Misc,4780.9
10921,sku10921,Faucets,4331.34
10922,sku10922,Misc,2649.44
10923,sku10923,Misc,3986.69
10924,sku10924,Toilets,582.47
10925,sku10925,Toilets,2424.07
10926,sku10926,Showers,1825.13
10927,sku10927,Misc,1024.13
10928,sku10928,Showers,1097.17
10929,sku10929,Showers,554.05
10930,sku10930,Showers,2837.48
10931,sku10931,Misc,2609.39
10932,sku10932,Showers,2290.67
10933,sku10933,Toilets,4732.29
10934,sku10934,Showers,2628.07
10935,sku10935,Faucets,3262.42
10936,sku10936,Faucets,120.1
10937,sku10937,Misc,613.21
10938,sku10938,Showers,1391.6
10939,sku10939,Faucets,3370.95
10940,sku10940,Showers,2544.11
10941,sku10941,Showers,4806.03
10942,sku10942,Faucets,1611.39
10943,sku10943,Faucets,1684.11
10944,sku10944,Misc,1420.35
10945,sku10945,Misc,3278.77
10946,sku10946,Faucets,4949.54
10947,sku10947,Toilets,3637.7
10948,sku10948,Showers,2099.45
10949,sku10949,Showers,1216.15
10950,sku10950,Misc,4020.2
10951,sku10951,Faucets,3544.38
10952,sku10952,Showers,501.46
10953,sku10953,Showers,4107.44
10954,sku10954,Toilets,1975.89
10955,sku10955,Misc,4661.48
10956,sku10956,Faucets,4352.89
10957,sku10957,Misc,4453.49
10958,sku10958,Faucets,1200.07
10959,sku10959,Toilets,58.92
10960,sku10960,Faucets,1278.37
10961,sku10961,Showers,3210.66
10962,sku10962,Misc,2357.59
10963,sku10963,Misc,2276.57
10964,sku10964,Showers,2926.8
10965,sku10965,Misc,2156.61
10966,sku10966,Faucets,3612.26
10967,sku10967,Misc,1907.34
10968,sku10968,Misc,3663.36
10969,sku10969,Showers,3737.95
10970,sku10970,Toilets,4793.76
10971,sku10971,Toilets,1936.09
10972,sku10972,Faucets,2402.9
10973,sku10973,Toilets,4657.22
10974,sku10974,Showers,4583.16
10975,sku10975,Showers,4890.62
10976,sku10976,Faucets,2738.94
10977,sku10977,Faucets,1636.91
10978,sku10978,Misc,1043.61
10979,sku10979,Faucets,1235.95
10980,sku10980,Misc,3181.88
10981,sku10981,Faucets,3607.35
10982,sku10982,Toilets,728.26
10983,sku10983,Toilets,2361.43
10984,sku10984,Misc,3012.98
10985,sku10985,Misc,92.63
10986,sku10986,Toilets,1289.2
10987,sku10987,Toilets,4519.57
10988,sku10988,Faucets,1789.66
10989,sku10989,Toilets,3877.23
10990,sku10990,Misc,3197.91
10991,sku10991,Faucets,985.75
10992,sku10992,Showers,2711.89
10993,sku10993,Misc,3458.51
10994,sku10994,Faucets,3577.84
10995,sku10995,Showers,4288.42
10996,sku10996,Misc,4319.54
10997,sku10997,Toilets,4991.79
10998,sku10998,Showers,4406.02
10999,sku10999,Faucets,1746.88
11000,sku11000,Faucets,1250.57
11001,sku11001,Faucets,7.91
11002,sku11002,Showers,1074.14
11003,sku11003,Toilets,1767.04
11004,sku11004,Toilets,38.51
11005,sku11005,Faucets,681.22
11006,sku11006,Faucets,1848.46
11007,sku11007,Showers,1761.64
11008,sku11008,Showers,629.86
11009,sku11009,Toilets,4350.27
11010,sku11010,Showers,3202.19
11011,sku11011,Showers,2289.37
11012,sku11012,Faucets,2387.9
11013,sku11013,Toilets,3894.57
11014,sku11014,Misc,4114.26
11015,sku11015,Showers,3016.38
11016,sku11016,Toilets,1035.58
11017,sku11017,Faucets,3140.76
11018,sku11018,Toilets,4684.01
11019,sku11019,Misc,4552.49
11020,sku11020,Showers,2518.86
11021,sku11021,Toilets,2575.8
11022,sku11022,Showers,1315.53
11023,sku11023,Faucets,3484.35
11024,sku11024,Toilets,4296.37
11025,sku11025,Toilets,4973.67
11026,sku11026,Showers,883.6
11027,sku11027,Faucets,4369.37
11028,sku11028,Showers,2481.69
11029,sku11029,Toilets,942.52
11030,sku11030,Misc,1112.54
11031,sku11031,Misc,2565.44
11032,sku11032,Faucets,3905.75
11033,sku11033,Misc,517.89
11034,sku11034,Toilets,3818.08
11035,sku11035,Faucets,2179.6
11036,sku11036,Showers,2523.66
11037,sku11037,Toilets,1094.01
11038,sku11038,Showers,4865.67
11039,sku11039,Faucets,1677.77
11040,sku11040,Toilets,3027.04
11041,sku11041,Misc,10.54
11042,sku11042,Faucets,2732.75
11043,sku11043,Toilets,4659.54
11044,sku11044,Faucets,2389.12
11045,sku11045,Showers,427.17
11046,sku11046,Showers,3080.34
11047,sku11047,Misc,3148.59
11048,sku11048,Misc,3774.52
11049,sku11049,Showers,1765.4
11050,sku11050,Misc,3876.44
11051,sku11051,Misc,51.46
11052,sku11052,Misc,4453.58
11053,sku11053,Toilets,317.44
11054,sku11054,Showers,2329.08
11055,sku11055,Faucets,270.77
11056,sku11056,Misc,742.93
11057,sku11057,Faucets,714.12
11058,sku11058,Showers,259.2
11059,sku11059,Faucets,1221.88
11060,sku11060,Misc,1822.96
11061,sku11061,Misc,2294.03
11062,sku11062,Showers,3172.65
11063,sku11063,Toilets,0.24
11064,sku11064,Toilets,3349.72
11065,sku11065,Misc,430.42
11066,sku11066,Misc,132.02
11067,sku11067,Toilets,3634.9
11068,sku11068,Toilets,1492.93
11069,sku11069,Faucets,3636.44
11070,sku11070,Toilets,1579.66
11071,sku11071,Faucets,3106.53
11072,sku11072,Faucets,1737.01
11073,sku11073,Toilets,1274.14
11074,sku11074,Misc,4005.48
11075,sku11075,Misc,2776.17
11076,sku11076,Misc,3161.3
11077,sku11077,Faucets,2909.94
11078,sku11078,Misc,3301.92
11079,sku11079,Faucets,3125.63
11080,sku11080,Toilets,1039.45
11081,sku11081,Toilets,4849.99
11082,sku11082,Toilets,1087.54
11083,sku11083,Showers,1530.42
11084,sku11084,Toilets,3748.21
11085,sku11085,Faucets,267.26
11086,sku11086,Showers,3555.57
11087,sku11087,Misc,3358.35
11088,sku11088,Showers,67.37
11089,sku11089,Toilets,3755.74
11090,sku11090,Showers,4138.49
11091,sku11091,Toilets,2392.86
11092,sku11092,Misc,7.2
11093,sku11093,Showers,524.37
11094,sku11094,Misc,3871.21
11095,sku11095,Toilets,3697.21
11096,sku11096,Faucets,2555.07
11097,sku11097,Faucets,4303.42
11098,sku11098,Toilets,1247.94
11099,sku11099,Showers,735.17
11100,sku11100,Toilets,200.74
11101,sku11101,Misc,3815.37
11102,sku11102,Showers,4008.42
11103,sku11103,Toilets,1508.4
11104,sku11104,Showers,766.2
11105,sku11105,Faucets,2219.53
11106,sku11106,Misc,3978.03
11107,sku11107,Showers,22.29
11108,sku11108,Showers,3892.62
11109,sku11109,Misc,2935.78
11110,sku11110,Toilets,2297.51
11111,sku11111,Faucets,2739.92
11112,sku11112,Toilets,1324.59
11113,sku11113,Showers,538.04
11114,sku11114,Misc,700.05
11115,sku11115,Toilets,1769.55
11116,sku11116,Showers,1785.06
11117,sku11117,Faucets,388.87
11118,sku11118,Misc,1015.73
11119,sku11119,Misc,2606.18
11120,sku11120,Faucets,4419.13
11121,sku11121,Faucets,555.9
11122,sku11122,Misc,4820.49
11123,sku11123,Misc,4614.54
11124,sku11124,Toilets,1963.91
11125,sku11125,Showers,4971.74
11126,sku11126,Misc,614.91
11127,sku11127,Misc,1381.27
11128,sku11128,Showers,4476.77
11129,sku11129,Toilets,983.8
11130,sku11130,Faucets,2386.83
11131,sku11131,Misc,742.82
11132,sku11132,Misc,2661.63
11133,sku11133,Misc,408.78
11134,sku11134,Toilets,2019.74
11135,sku11135,Faucets,4156.44
11136,sku11136,Misc,3876.55
11137,sku11137,Faucets,1164.86
11138,sku11138,Toilets,3044.99
11139,sku11139,Toilets,677.15
11140,sku11140,Toilets,4590.85
11141,sku11141,Faucets,4867.92
11142,sku11142,Faucets,4047.29
11143,sku11143,Showers,1935.21
11144,sku11144,Misc,2091.61
11145,sku11145,Toilets,2319.27
11146,sku11146,Faucets,185.61
11147,sku11147,Misc,1714.76
11148,sku11148,Faucets,4638.55
11149,sku11149,Faucets,78.94
11150,sku11150,Toilets,4485.51
11151,sku11151,Showers,1938.31
11152,sku11152,Faucets,1551.35
11153,sku11153,Faucets,3069.29
11154,sku11154,Faucets,3861.75
11155,sku11155,Faucets,559.13
11156,sku11156,Toilets,4461.51
11157,sku11157,Faucets,4071.61
11158,sku11158,Faucets,3825.1
11159,sku11159,Showers,1222.69
11160,sku11160,Misc,1300.75
11161,sku11161,Showers,358.58
11162,sku11162,Faucets,530.02
11163,sku11163,Misc,1671.16
11164,sku11164,Showers,2194.78
11165,sku11165,Faucets,4757.63
11166,sku11166,Faucets,1738.6
11167,sku11167,Misc,2881.34
11168,sku11168,Misc,344.43
11169,sku11169,Showers,1791.81
11170,sku11170,Faucets,599.3
11171,sku11171,Misc,4362.03
11172,sku11172,Faucets,2375.23
11173,sku11173,Misc,3699.89
11174,sku11174,Misc,627.18
11175,sku11175,Toilets,3504.28
11176,sku11176,Misc,4915.26
11177,sku11177,Toilets,1190.4
11178,sku11178,Faucets,2703.53
11179,sku11179,Misc,397.2
11180,sku11180,Showers,4388.26
11181,sku11181,Showers,110.47
11182,sku11182,Showers,124.82
11183,sku11183,Faucets,1314.42
11184,sku11184,Misc,113.08
11185,sku11185,Showers,572.95
11186,sku11186,Faucets,2136.47
11187,sku11187,Faucets,4754.78
11188,sku11188,Showers,3812.42
11189,sku11189,Toilets,2421.38
11190,sku11190,Showers,1881.75
11191,sku11191,Misc,1437.24
11192,sku11192,Showers,2064.71
11193,sku11193,Toilets,422.93
11194,sku11194,Toilets,2796.03
11195,sku11195,Faucets,4805.72
11196,sku11196,Misc,3941.03
11197,sku11197,Toilets,1697.75
11198,sku11198,Faucets,2171.14
11199,sku11199,Toilets,2550.57
11200,sku11200,Misc,3711.9
11201,sku11201,Misc,486.26
11202,sku11202,Faucets,2265.1
11203,sku11203,Toilets,646.64
11204,sku11204,Showers,3031.64
11205,sku11205,Misc,2002.39
11206,sku11206,Showers,1928.35
11207,sku11207,Misc,666.39
11208,sku11208,Showers,2554.2
11209,sku11209,Showers,1706.46
11210,sku11210,Showers,1610.46
11211,sku11211,Showers,1435.8
11212,sku11212,Misc,4241.1
11213,sku11213,Toilets,271.27
11214,sku11214,Toilets,4654.67
11215,sku11215,Misc,4632.82
11216,sku11216,Misc,2904.58
11217,sku11217,Faucets,4139.45
11218,sku11218,Toilets,3381.24
11219,sku11219,Faucets,339.73
11220,sku11220,Toilets,2934.64
11221,sku11221,Misc,817.5
11222,sku11222,Toilets,1913.63
11223,sku11223,Faucets,555.08
11224,sku11224,Toilets,257.63
11225,sku11225,Misc,1098.37
11226,sku11226,Faucets,417.68
11227,sku11227,Faucets,4586.97
11228,sku11228,Misc,4370.85
11229,sku11229,Showers,4184.6
11230,sku11230,Misc,2509.71
11231,sku11231,Misc,4624.98
11232,sku11232,Toilets,2121.07
11233,sku11233,Showers,1075.58
11234,sku11234,Showers,1716.6
11235,sku11235,Misc,2238.39
11236,sku11236,Toilets,2033.38
11237,sku11237,Misc,3414.95
11238,sku11238,Misc,2459.26
11239,sku11239,Misc,3669.68
11240,sku11240,Showers,4949.1
11241,sku11241,Toilets,665.33
11242,sku11242,Faucets,3826.77
11243,sku11243,Showers,2139.39
11244,sku11244,Toilets,3055.48
11245,sku11245,Showers,1279.89
11246,sku11246,Showers,4470.23
11247,sku11247,Faucets,2616.73
11248,sku11248,Misc,1745.49
11249,sku11249,Faucets,2259.38
11250,sku11250,Showers,3281.96
11251,sku11251,Faucets,3138.57
11252,sku11252,Misc,4979.83
11253,sku11253,Showers,3660.29
11254,sku11254,Showers,75.35
11255,sku11255,Misc,2081.82
11256,sku11256,Misc,3430.8
11257,sku11257,Showers,4669.13
11258,sku11258,Faucets,669.47
11259,sku11259,Faucets,4208.41
11260,sku11260,Showers,1177.99
11261,sku11261,Showers,3922.65
11262,sku11262,Faucets,4167.5
11263,sku11263,Showers,2080.54
11264,sku11264,Showers,1601.66
11265,sku11265,Toilets,3473.32
11266,sku11266,Toilets,1799.29
11267,sku11267,Showers,4834.71
11268,sku11268,Showers,878.52
11269,sku11269,Toilets,4611.79
11270,sku11270,Misc,1904.98
11271,sku11271,Toilets,2698.21
11272,sku11272,Toilets,315.82
11273,sku11273,Misc,3632.07
11274,sku11274,Toilets,4997.28
11275,sku11275,Misc,2991.25
11276,sku11276,Misc,4016.9
11277,sku11277,Misc,2620.11
11278,sku11278,Toilets,2070.68
11279,sku11279,Faucets,1869.27
11280,sku11280,Showers,527.15
11281,sku11281,Misc,2167.9
11282,sku11282,Showers,4768.74
11283,sku11283,Showers,2535.2
11284,sku11284,Showers,4208.87
11285,sku11285,Toilets,778.03
11286,sku11286,Toilets,3162.24
11287,sku11287,Misc,3205.37
11288,sku11288,Faucets,2035.83
11289,sku11289,Faucets,1320.39
11290,sku11290,Toilets,2344.2
11291,sku11291,Toilets,3314.45
11292,sku11292,Showers,4316.97
11293,sku11293,Faucets,982.47
11294,sku11294,Faucets,1861.34
11295,sku11295,Showers,348.4
11296,sku11296,Faucets,2916.06
11297,sku11297,Showers,3149.8
11298,sku11298,Showers,2548.6
11299,sku11299,Toilets,4070.38
11300,sku11300,Toilets,2276.08
11301,sku11301,Faucets,722.84
11302,sku11302,Toilets,2670.34
11303,sku11303,Faucets,1033.32
11304,sku11304,Faucets,1755.2
11305,sku11305,Showers,2497.53
11306,sku11306,Showers,3613.73
11307,sku11307,Faucets,3871.57
11308,sku11308,Misc,3604.24
11309,sku11309,Showers,561.18
11310,sku11310,Showers,4343.15
11311,sku11311,Toilets,4139.38
11312,sku11312,Showers,3651.19
11313,sku11313,Showers,780.58
11314,sku11314,Faucets,494.63
11315,sku11315,Faucets,4342.63
11316,sku11316,Toilets,1639.36
11317,sku11317,Toilets,1318.79
11318,sku11318,Faucets,2472.49
11319,sku11319,Showers,291.14
11320,sku11320,Showers,115.09
11321,sku11321,Faucets,4359.52
11322,sku11322,Showers,4217.12
11323,sku11323,Misc,4851.15
11324,sku11324,Showers,797.16
11325,sku11325,Toilets,1969.74
11326,sku11326,Toilets,3340.97
11327,sku11327,Toilets,1170.3
11328,sku11328,Toilets,2628.11
11329,sku11329,Toilets,2520.23
11330,sku11330,Toilets,1502.6
11331,sku11331,Misc,3832.38
11332,sku11332,Misc,2915.89
11333,sku11333,Showers,195.93
11334,sku11334,Misc,4574.81
11335,sku11335,Faucets,2576.72
11336,sku11336,Toilets,4145.96
11337,sku11337,Toilets,169.48
11338,sku11338,Misc,4158.43
11339,sku11339,Toilets,4462.13
11340,sku11340,Faucets,3956.57
11341,sku11341,Misc,4319.29
11342,sku11342,Showers,3282.59
11343,sku11343,Faucets,1519.79
11344,sku11344,Showers,2226.92
11345,sku11345,Toilets,3194.38
11346,sku11346,Misc,3495.95
11347,sku11347,Showers,2015.58
11348,sku11348,Toilets,792.84
11349,sku11349,Faucets,1226.56
11350,sku11350,Faucets,3319.14
11351,sku11351,Showers,4119.04
11352,sku11352,Faucets,2945.75
11353,sku11353,Showers,2458.92
11354,sku11354,Showers,1368.17
11355,sku11355,Showers,308.23
11356,sku11356,Showers,1426.94
11357,sku11357,Toilets,1320.88
11358,sku11358,Faucets,4854.65
11359,sku11359,Showers,266.45
11360,sku11360,Misc,1175.26
11361,sku11361,Faucets,3216.11
11362,sku11362,Showers,779.2
11363,sku11363,Showers,4991.95
11364,sku11364,Toilets,1619.7
11365,sku11365,Toilets,329.85
11366,sku11366,Showers,212.66
11367,sku11367,Faucets,4800.56
11368,sku11368,Misc,3238.61
11369,sku11369,Faucets,2866.29
11370,sku11370,Faucets,3405.85
11371,sku11371,Showers,4481.03
11372,sku11372,Toilets,3696.8
11373,sku11373,Toilets,2972.43
11374,sku11374,Misc,4018.3
11375,sku11375,Showers,621.97
11376,sku11376,Faucets,3582.6
11377,sku11377,Faucets,3261.64
11378,sku11378,Toilets,4126.83
11379,sku11379,Toilets,1658.99
11380,sku11380,Faucets,4887.89
11381,sku11381,Misc,1461.01
11382,sku11382,Toilets,781.93
11383,sku11383,Toilets,4331.76
11384,sku11384,Toilets,1753.25
11385,sku11385,Faucets,1.97
11386,sku11386,Misc,4198.85
11387,sku11387,Toilets,4515.82
11388,sku11388,Misc,4124.99
11389,sku11389,Toilets,819.68
11390,sku11390,Showers,3987.93
11391,sku11391,Misc,3823.12
11392,sku11392,Faucets,1591.92
11393,sku11393,Faucets,2271.67
11394,sku11394,Misc,4753.14
11395,sku11395,Faucets,878.39
11396,sku11396,Misc,3637.37
11397,sku11397,Misc,827.53
11398,sku11398,Showers,3119.1
11399,sku11399,Toilets,3754.84
11400,sku11400,Showers,4033.19
11401,sku11401,Faucets,1543.84
11402,sku11402,Misc,2150.17
11403,sku11403,Showers,2853.75
11404,sku11404,Toilets,1421.72
11405,sku11405,Toilets,682.36
11406,sku11406,Faucets,3630.91
11407,sku11407,Toilets,2706.06
11408,sku11408,Misc,876.01
11409,sku11409,Toilets,1882.87
11410,sku11410,Toilets,3295.55
11411,sku11411,Showers,412.6
11412,sku11412,Toilets,2765.2
11413,sku11413,Showers,3825.79
11414,sku11414,Faucets,4334.38
11415,sku11415,Showers,2711.3
11416,sku11416,Faucets,1281.56
11417,sku11417,Faucets,4634.86
11418,sku11418,Toilets,3292.16
11419,sku11419,Faucets,2897.7
11420,sku11420,Showers,4587.12
11421,sku11421,Misc,439.15
11422,sku11422,Showers,497.04
11423,sku11423,Showers,3867.28
11424,sku11424,Faucets,3328.95
11425,sku11425,Toilets,1806.96
11426,sku11426,Toilets,3223.74
11427,sku11427,Faucets,2304.28
11428,sku11428,Misc,130.17
11429,sku11429,Showers,50.81
11430,sku11430,Showers,4151.99
11431,sku11431,Faucets,2655.93
11432,sku11432,Misc,4726.96
11433,sku11433,Misc,4694.27
11434,sku11434,Misc,4476.65
11435,sku11435,Misc,2375.33
11436,sku11436,Misc,2784.27
11437,sku11437,Misc,4330.88
11438,sku11438,Toilets,413.7
11439,sku11439,Faucets,234.4
11440,sku11440,Showers,1545.08
11441,sku11441,Faucets,1249.78
11442,sku11442,Faucets,3064.5
11443,sku11443,Toilets,2835.36
11444,sku11444,Misc,4345.42
11445,sku11445,Misc,4530.25
11446,sku11446,Misc,3624.13
11447,sku11447,Faucets,2411.32
11448,sku11448,Faucets,2331.18
11449,sku11449,Showers,1673.66
11450,sku11450,Toilets,331.36
11451,sku11451,Toilets,771.16
11452,sku11452,Showers,2046.12
11453,sku11453,Faucets,204.35
11454,sku11454,Faucets,4787.72
11455,sku11455,Toilets,3698.11
11456,sku11456,Showers,3974.43
11457,sku11457,Misc,294.17
11458,sku11458,Showers,1634.59
11459,sku11459,Faucets,174.5
11460,sku11460,Showers,1000.68
11461,sku11461,Showers,215.72
11462,sku11462,Showers,4338.8
11463,sku11463,Faucets,317.26
11464,sku11464,Misc,4602.22
11465,sku11465,Misc,2449.99
11466,sku11466,Toilets,287.08
11467,sku11467,Misc,4871.92
11468,sku11468,Misc,1161.59
11469,sku11469,Misc,3764.95
11470,sku11470,Faucets,2366.66
11471,sku11471,Faucets,2024.2
11472,sku11472,Misc,4934.31
11473,sku11473,Misc,2767.85
